instance_id,dataset,source_file,pair_index,N,R,I,L,F,original_line_A,original_line_B,len_A,len_B,unique_labels_A,unique_labels_B,max_label_A,max_label_B,processed_file
SREV_015646,SREV,N500_SREV10_I100_L10_F0.txt,46,500,10,100,10,0,181,183,500,500,10,60,10,60,data/processed/SREV/N500_SREV10_I100_L10_F0.txt
SREV_015647,SREV,N500_SREV10_I100_L10_F0.txt,47,500,10,100,10,0,185,187,500,500,10,60,10,60,data/processed/SREV/N500_SREV10_I100_L10_F0.txt
SREV_015648,SREV,N500_SREV10_I100_L10_F0.txt,48,500,10,100,10,0,189,191,500,500,10,60,10,60,data/processed/SREV/N500_SREV10_I100_L10_F0.txt
SREV_015649,SREV,N500_SREV10_I100_L10_F0.txt,49,500,10,100,10,0,193,195,500,500,10,60,10,60,data/processed/SREV/N500_SREV10_I100_L10_F0.txt
SREV_015650,SREV,N500_SREV10_I100_L10_F0.txt,50,500,10,100,10,0,197,199,500,500,10,60,10,60,data/processed/SREV/N500_SREV10_I100_L10_F0.txt
SREV_015651,SREV,N500_SREV10_I100_L10_F0.txt,51,500,10,100,10,0,201,203,500,500,10,60,10,60,data/processed/SREV/N500_SREV10_I100_L10_F0.txt
SREV_015652,SREV,N500_SREV10_I100_L10_F0.txt,52,500,10,100,10,0,205,207,500,500,10,60,10,60,data/processed/SREV/N500_SREV10_I100_L10_F0.txt
SREV_015653,SREV,N500_SREV10_I100_L10_F0.txt,53,500,10,100,10,0,209,211,500,500,10,60,10,60,data/processed/SREV/N500_SREV10_I100_L10_F0.txt
SREV_015654,SREV,N500_SREV10_I100_L10_F0.txt,54,500,10,100,10,0,213,215,500,500,10,60,10,60,data/processed/SREV/N500_SREV10_I100_L10_F0.txt
SREV_015655,SREV,N500_SREV10_I100_L10_F0.txt,55,500,10,100,10,0,217,219,500,500,10,60,10,60,data/processed/SREV/N500_SREV10_I100_L10_F0.txt
SREV_015656,SREV,N500_SREV10_I100_L10_F0.txt,56,500,10,100,10,0,221,223,500,500,10,60,10,60,data/processed/SREV/N500_SREV10_I100_L10_F0.txt
SREV_015657,SREV,N500_SREV10_I100_L10_F0.txt,57,500,10,100,10,0,225,227,500,500,10,60,10,60,data/processed/SREV/N500_SREV10_I100_L10_F0.txt
SREV_015658,SREV,N500_SREV10_I100_L10_F0.txt,58,500,10,100,10,0,229,231,500,500,10,60,10,60,data/processed/SREV/N500_SREV10_I100_L10_F0.txt
SREV_015659,SREV,N500_SREV10_I100_L10_F0.txt,59,500,10,100,10,0,233,235,500,500,10,60,10,60,data/processed/SREV/N500_SREV10_I100_L10_F0.txt
SREV_015660,SREV,N500_SREV10_I100_L10_F0.txt,60,500,10,100,10,0,237,239,500,500,10,60,10,60,data/processed/SREV/N500_SREV10_I100_L10_F0.txt
SREV_015661,SREV,N500_SREV10_I100_L10_F0.txt,61,500,10,100,10,0,241,243,500,500,10,60,10,60,data/processed/SREV/N500_SREV10_I100_L10_F0.txt
SREV_015662,SREV,N500_SREV10_I100_L10_F0.txt,62,500,10,100,10,0,245,247,500,500,10,60,10,60,data/processed/SREV/N500_SREV10_I100_L10_F0.txt
SREV_015663,SREV,N500_SREV10_I100_L10_F0.txt,63,500,10,100,10,0,249,251,500,500,10,60,10,60,data/processed/SREV/N500_SREV10_I100_L10_F0.txt
SREV_015664,SREV,N500_SREV10_I100_L10_F0.txt,64,500,10,100,10,0,253,255,500,500,10,60,10,60,data/processed/SREV/N500_SREV10_I100_L10_F0.txt
SREV_015665,SREV,N500_SREV10_I100_L10_F0.txt,65,500,10,100,10,0,257,259,500,500,10,60,10,60,data/processed/SREV/N500_SREV10_I100_L10_F0.txt
SREV_015666,SREV,N500_SREV10_I100_L10_F0.txt,66,500,10,100,10,0,261,263,500,500,10,60,10,60,data/processed/SREV/N500_SREV10_I100_L10_F0.txt
SREV_015667,SREV,N500_SREV10_I100_L10_F0.txt,67,500,10,100,10,0,265,267,500,500,10,60,10,60,data/processed/SREV/N500_SREV10_I100_L10_F0.txt
SREV_015668,SREV,N500_SREV10_I100_L10_F0.txt,68,500,10,100,10,0,269,271,500,500,10,60,10,60,data/processed/SREV/N500_SREV10_I100_L10_F0.txt
SREV_015669,SREV,N500_SREV10_I100_L10_F0.txt,69,500,10,100,10,0,273,275,500,500,10,60,10,60,data/processed/SREV/N500_SREV10_I100_L10_F0.txt
SREV_015670,SREV,N500_SREV10_I100_L10_F0.txt,70,500,10,100,10,0,277,279,500,500,10,60,10,60,data/processed/SREV/N500_SREV10_I100_L10_F0.txt
SREV_015671,SREV,N500_SREV10_I100_L10_F0.txt,71,500,10,100,10,0,281,283,500,500,10,60,10,60,data/processed/SREV/N500_SREV10_I100_L10_F0.txt
SREV_015672,SREV,N500_SREV10_I100_L10_F0.txt,72,500,10,100,10,0,285,287,500,500,10,60,10,60,data/processed/SREV/N500_SREV10_I100_L10_F0.txt
SREV_015673,SREV,N500_SREV10_I100_L10_F0.txt,73,500,10,100,10,0,289,291,500,500,10,60,10,60,data/processed/SREV/N500_SREV10_I100_L10_F0.txt
SREV_015674,SREV,N500_SREV10_I100_L10_F0.txt,74,500,10,100,10,0,293,295,500,500,10,60,10,60,data/processed/SREV/N500_SREV10_I100_L10_F0.txt
SREV_015675,SREV,N500_SREV10_I100_L10_F0.txt,75,500,10,100,10,0,297,299,500,500,10,60,10,60,data/processed/SREV/N500_SREV10_I100_L10_F0.txt
SREV_015676,SREV,N500_SREV10_I100_L10_F0.txt,76,500,10,100,10,0,301,303,500,500,10,60,10,60,data/processed/SREV/N500_SREV10_I100_L10_F0.txt
SREV_015677,SREV,N500_SREV10_I100_L10_F0.txt,77,500,10,100,10,0,305,307,500,500,10,60,10,60,data/processed/SREV/N500_SREV10_I100_L10_F0.txt
SREV_015678,SREV,N500_SREV10_I100_L10_F0.txt,78,500,10,100,10,0,309,311,500,500,10,60,10,60,data/processed/SREV/N500_SREV10_I100_L10_F0.txt
SREV_015679,SREV,N500_SREV10_I100_L10_F0.txt,79,500,10,100,10,0,313,315,500,500,10,60,10,60,data/processed/SREV/N500_SREV10_I100_L10_F0.txt
SREV_015680,SREV,N500_SREV10_I100_L10_F0.txt,80,500,10,100,10,0,317,319,500,500,10,60,10,60,data/processed/SREV/N500_SREV10_I100_L10_F0.txt
SREV_015681,SREV,N500_SREV10_I100_L10_F0.txt,81,500,10,100,10,0,321,323,500,500,10,60,10,60,data/processed/SREV/N500_SREV10_I100_L10_F0.txt
SREV_015682,SREV,N500_SREV10_I100_L10_F0.txt,82,500,10,100,10,0,325,327,500,500,10,60,10,60,data/processed/SREV/N500_SREV10_I100_L10_F0.txt
SREV_015683,SREV,N500_SREV10_I100_L10_F0.txt,83,500,10,100,10,0,329,331,500,500,10,60,10,60,data/processed/SREV/N500_SREV10_I100_L10_F0.txt
SREV_015684,SREV,N500_SREV10_I100_L10_F0.txt,84,500,10,100,10,0,333,335,500,500,10,60,10,60,data/processed/SREV/N500_SREV10_I100_L10_F0.txt
SREV_015685,SREV,N500_SREV10_I100_L10_F0.txt,85,500,10,100,10,0,337,339,500,500,10,60,10,60,data/processed/SREV/N500_SREV10_I100_L10_F0.txt
SREV_015686,SREV,N500_SREV10_I100_L10_F0.txt,86,500,10,100,10,0,341,343,500,500,10,60,10,60,data/processed/SREV/N500_SREV10_I100_L10_F0.txt
SREV_015687,SREV,N500_SREV10_I100_L10_F0.txt,87,500,10,100,10,0,345,347,500,500,10,60,10,60,data/processed/SREV/N500_SREV10_I100_L10_F0.txt
SREV_015688,SREV,N500_SREV10_I100_L10_F0.txt,88,500,10,100,10,0,349,351,500,500,10,60,10,60,data/processed/SREV/N500_SREV10_I100_L10_F0.txt
SREV_015689,SREV,N500_SREV10_I100_L10_F0.txt,89,500,10,100,10,0,353,355,500,500,10,60,10,60,data/processed/SREV/N500_SREV10_I100_L10_F0.txt
SREV_015690,SREV,N500_SREV10_I100_L10_F0.txt,90,500,10,100,10,0,357,359,500,500,10,60,10,60,data/processed/SREV/N500_SREV10_I100_L10_F0.txt
SREV_015691,SREV,N500_SREV10_I100_L10_F0.txt,91,500,10,100,10,0,361,363,500,500,10,60,10,60,data/processed/SREV/N500_SREV10_I100_L10_F0.txt
SREV_015692,SREV,N500_SREV10_I100_L10_F0.txt,92,500,10,100,10,0,365,367,500,500,10,60,10,60,data/processed/SREV/N500_SREV10_I100_L10_F0.txt
SREV_015693,SREV,N500_SREV10_I100_L10_F0.txt,93,500,10,100,10,0,369,371,500,500,10,60,10,60,data/processed/SREV/N500_SREV10_I100_L10_F0.txt
SREV_015694,SREV,N500_SREV10_I100_L10_F0.txt,94,500,10,100,10,0,373,375,500,500,10,60,10,60,data/processed/SREV/N500_SREV10_I100_L10_F0.txt
SREV_015695,SREV,N500_SREV10_I100_L10_F0.txt,95,500,10,100,10,0,377,379,500,500,10,60,10,60,data/processed/SREV/N500_SREV10_I100_L10_F0.txt
SREV_015696,SREV,N500_SREV10_I100_L10_F0.txt,96,500,10,100,10,0,381,383,500,500,10,60,10,60,data/processed/SREV/N500_SREV10_I100_L10_F0.txt
SREV_015697,SREV,N500_SREV10_I100_L10_F0.txt,97,500,10,100,10,0,385,387,500,500,10,60,10,60,data/processed/SREV/N500_SREV10_I100_L10_F0.txt
SREV_015698,SREV,N500_SREV10_I100_L10_F0.txt,98,500,10,100,10,0,389,391,500,500,10,60,10,60,data/processed/SREV/N500_SREV10_I100_L10_F0.txt
SREV_015699,SREV,N500_SREV10_I100_L10_F0.txt,99,500,10,100,10,0,393,395,500,500,10,60,10,60,data/processed/SREV/N500_SREV10_I100_L10_F0.txt
SREV_015700,SREV,N500_SREV10_I100_L10_F0.txt,100,500,10,100,10,0,397,399,500,500,10,60,10,60,data/processed/SREV/N500_SREV10_I100_L10_F0.txt
SREV_015701,SREV,N500_SREV10_I100_L150_F0.txt,1,500,10,100,150,0,1,3,500,500,147,197,150,200,data/processed/SREV/N500_SREV10_I100_L150_F0.txt
SREV_015702,SREV,N500_SREV10_I100_L150_F0.txt,2,500,10,100,150,0,5,7,500,500,147,194,150,200,data/processed/SREV/N500_SREV10_I100_L150_F0.txt
SREV_015703,SREV,N500_SREV10_I100_L150_F0.txt,3,500,10,100,150,0,9,11,500,500,144,194,150,200,data/processed/SREV/N500_SREV10_I100_L150_F0.txt
SREV_015704,SREV,N500_SREV10_I100_L150_F0.txt,4,500,10,100,150,0,13,15,500,500,146,192,150,200,data/processed/SREV/N500_SREV10_I100_L150_F0.txt
SREV_015705,SREV,N500_SREV10_I100_L150_F0.txt,5,500,10,100,150,0,17,19,500,500,143,192,150,200,data/processed/SREV/N500_SREV10_I100_L150_F0.txt
SREV_015706,SREV,N500_SREV10_I100_L150_F0.txt,6,500,10,100,150,0,21,23,500,500,147,197,150,200,data/processed/SREV/N500_SREV10_I100_L150_F0.txt
SREV_015707,SREV,N500_SREV10_I100_L150_F0.txt,7,500,10,100,150,0,25,27,500,500,145,191,150,200,data/processed/SREV/N500_SREV10_I100_L150_F0.txt
SREV_015708,SREV,N500_SREV10_I100_L150_F0.txt,8,500,10,100,150,0,29,31,500,500,143,192,150,200,data/processed/SREV/N500_SREV10_I100_L150_F0.txt
SREV_015709,SREV,N500_SREV10_I100_L150_F0.txt,9,500,10,100,150,0,33,35,500,500,143,191,150,200,data/processed/SREV/N500_SREV10_I100_L150_F0.txt
SREV_015710,SREV,N500_SREV10_I100_L150_F0.txt,10,500,10,100,150,0,37,39,500,500,147,192,150,200,data/processed/SREV/N500_SREV10_I100_L150_F0.txt
SREV_015711,SREV,N500_SREV10_I100_L150_F0.txt,11,500,10,100,150,0,41,43,500,500,148,197,150,200,data/processed/SREV/N500_SREV10_I100_L150_F0.txt
SREV_015712,SREV,N500_SREV10_I100_L150_F0.txt,12,500,10,100,150,0,45,47,500,500,143,191,150,200,data/processed/SREV/N500_SREV10_I100_L150_F0.txt
SREV_015713,SREV,N500_SREV10_I100_L150_F0.txt,13,500,10,100,150,0,49,51,500,500,144,190,150,200,data/processed/SREV/N500_SREV10_I100_L150_F0.txt
SREV_015714,SREV,N500_SREV10_I100_L150_F0.txt,14,500,10,100,150,0,53,55,500,500,145,194,150,200,data/processed/SREV/N500_SREV10_I100_L150_F0.txt
SREV_015715,SREV,N500_SREV10_I100_L150_F0.txt,15,500,10,100,150,0,57,59,500,500,145,191,150,200,data/processed/SREV/N500_SREV10_I100_L150_F0.txt
SREV_015716,SREV,N500_SREV10_I100_L150_F0.txt,16,500,10,100,150,0,61,63,500,500,146,195,150,200,data/processed/SREV/N500_SREV10_I100_L150_F0.txt
SREV_015717,SREV,N500_SREV10_I100_L150_F0.txt,17,500,10,100,150,0,65,67,500,500,148,198,150,200,data/processed/SREV/N500_SREV10_I100_L150_F0.txt
SREV_015718,SREV,N500_SREV10_I100_L150_F0.txt,18,500,10,100,150,0,69,71,500,500,148,197,150,200,data/processed/SREV/N500_SREV10_I100_L150_F0.txt
SREV_015719,SREV,N500_SREV10_I100_L150_F0.txt,19,500,10,100,150,0,73,75,500,500,146,194,150,200,data/processed/SREV/N500_SREV10_I100_L150_F0.txt
SREV_015720,SREV,N500_SREV10_I100_L150_F0.txt,20,500,10,100,150,0,77,79,500,500,146,193,150,200,data/processed/SREV/N500_SREV10_I100_L150_F0.txt
SREV_015721,SREV,N500_SREV10_I100_L150_F0.txt,21,500,10,100,150,0,81,83,500,500,145,193,150,200,data/processed/SREV/N500_SREV10_I100_L150_F0.txt
SREV_015722,SREV,N500_SREV10_I100_L150_F0.txt,22,500,10,100,150,0,85,87,500,500,146,195,150,200,data/processed/SREV/N500_SREV10_I100_L150_F0.txt
SREV_015723,SREV,N500_SREV10_I100_L150_F0.txt,23,500,10,100,150,0,89,91,500,500,147,195,150,200,data/processed/SREV/N500_SREV10_I100_L150_F0.txt
SREV_015724,SREV,N500_SREV10_I100_L150_F0.txt,24,500,10,100,150,0,93,95,500,500,142,191,150,200,data/processed/SREV/N500_SREV10_I100_L150_F0.txt
SREV_015725,SREV,N500_SREV10_I100_L150_F0.txt,25,500,10,100,150,0,97,99,500,500,146,192,150,200,data/processed/SREV/N500_SREV10_I100_L150_F0.txt
SREV_015726,SREV,N500_SREV10_I100_L150_F0.txt,26,500,10,100,150,0,101,103,500,500,144,190,149,199,data/processed/SREV/N500_SREV10_I100_L150_F0.txt
SREV_015727,SREV,N500_SREV10_I100_L150_F0.txt,27,500,10,100,150,0,105,107,500,500,146,192,150,200,data/processed/SREV/N500_SREV10_I100_L150_F0.txt
SREV_015728,SREV,N500_SREV10_I100_L150_F0.txt,28,500,10,100,150,0,109,111,500,500,147,194,150,200,data/processed/SREV/N500_SREV10_I100_L150_F0.txt
SREV_015729,SREV,N500_SREV10_I100_L150_F0.txt,29,500,10,100,150,0,113,115,500,500,145,192,150,200,data/processed/SREV/N500_SREV10_I100_L150_F0.txt
SREV_015730,SREV,N500_SREV10_I100_L150_F0.txt,30,500,10,100,150,0,117,119,500,500,144,192,150,200,data/processed/SREV/N500_SREV10_I100_L150_F0.txt
SREV_015731,SREV,N500_SREV10_I100_L150_F0.txt,31,500,10,100,150,0,121,123,500,500,142,189,150,200,data/processed/SREV/N500_SREV10_I100_L150_F0.txt
SREV_015732,SREV,N500_SREV10_I100_L150_F0.txt,32,500,10,100,150,0,125,127,500,500,144,191,150,200,data/processed/SREV/N500_SREV10_I100_L150_F0.txt
SREV_015733,SREV,N500_SREV10_I100_L150_F0.txt,33,500,10,100,150,0,129,131,500,500,146,193,149,199,data/processed/SREV/N500_SREV10_I100_L150_F0.txt
SREV_015734,SREV,N500_SREV10_I100_L150_F0.txt,34,500,10,100,150,0,133,135,500,500,144,191,150,200,data/processed/SREV/N500_SREV10_I100_L150_F0.txt
SREV_015735,SREV,N500_SREV10_I100_L150_F0.txt,35,500,10,100,150,0,137,139,500,500,143,191,150,200,data/processed/SREV/N500_SREV10_I100_L150_F0.txt
SREV_015736,SREV,N500_SREV10_I100_L150_F0.txt,36,500,10,100,150,0,141,143,500,500,148,194,150,200,data/processed/SREV/N500_SREV10_I100_L150_F0.txt
SREV_015737,SREV,N500_SREV10_I100_L150_F0.txt,37,500,10,100,150,0,145,147,500,500,146,194,150,200,data/processed/SREV/N500_SREV10_I100_L150_F0.txt
SREV_015738,SREV,N500_SREV10_I100_L150_F0.txt,38,500,10,100,150,0,149,151,500,500,141,190,150,200,data/processed/SREV/N500_SREV10_I100_L150_F0.txt
SREV_015739,SREV,N500_SREV10_I100_L150_F0.txt,39,500,10,100,150,0,153,155,500,500,149,199,150,200,data/processed/SREV/N500_SREV10_I100_L150_F0.txt
SREV_015740,SREV,N500_SREV10_I100_L150_F0.txt,40,500,10,100,150,0,157,159,500,500,150,199,150,200,data/processed/SREV/N500_SREV10_I100_L150_F0.txt
SREV_015741,SREV,N500_SREV10_I100_L150_F0.txt,41,500,10,100,150,0,161,163,500,500,143,192,150,200,data/processed/SREV/N500_SREV10_I100_L150_F0.txt
SREV_015742,SREV,N500_SREV10_I100_L150_F0.txt,42,500,10,100,150,0,165,167,500,500,144,193,150,200,data/processed/SREV/N500_SREV10_I100_L150_F0.txt
SREV_015743,SREV,N500_SREV10_I100_L150_F0.txt,43,500,10,100,150,0,169,171,500,500,145,194,150,200,data/processed/SREV/N500_SREV10_I100_L150_F0.txt
SREV_015744,SREV,N500_SREV10_I100_L150_F0.txt,44,500,10,100,150,0,173,175,500,500,145,193,150,200,data/processed/SREV/N500_SREV10_I100_L150_F0.txt
SREV_015745,SREV,N500_SREV10_I100_L150_F0.txt,45,500,10,100,150,0,177,179,500,500,146,194,150,200,data/processed/SREV/N500_SREV10_I100_L150_F0.txt
SREV_015746,SREV,N500_SREV10_I100_L150_F0.txt,46,500,10,100,150,0,181,183,500,500,143,190,150,200,data/processed/SREV/N500_SREV10_I100_L150_F0.txt
SREV_015747,SREV,N500_SREV10_I100_L150_F0.txt,47,500,10,100,150,0,185,187,500,500,146,194,150,200,data/processed/SREV/N500_SREV10_I100_L150_F0.txt
SREV_015748,SREV,N500_SREV10_I100_L150_F0.txt,48,500,10,100,150,0,189,191,500,500,146,192,150,200,data/processed/SREV/N500_SREV10_I100_L150_F0.txt
SREV_015749,SREV,N500_SREV10_I100_L150_F0.txt,49,500,10,100,150,0,193,195,500,500,144,192,150,200,data/processed/SREV/N500_SREV10_I100_L150_F0.txt
SREV_015750,SREV,N500_SREV10_I100_L150_F0.txt,50,500,10,100,150,0,197,199,500,500,146,195,150,200,data/processed/SREV/N500_SREV10_I100_L150_F0.txt
SREV_015751,SREV,N500_SREV10_I100_L150_F0.txt,51,500,10,100,150,0,201,203,500,500,146,195,150,200,data/processed/SREV/N500_SREV10_I100_L150_F0.txt
SREV_015752,SREV,N500_SREV10_I100_L150_F0.txt,52,500,10,100,150,0,205,207,500,500,142,189,150,200,data/processed/SREV/N500_SREV10_I100_L150_F0.txt
SREV_015753,SREV,N500_SREV10_I100_L150_F0.txt,53,500,10,100,150,0,209,211,500,500,143,192,150,200,data/processed/SREV/N500_SREV10_I100_L150_F0.txt
SREV_015754,SREV,N500_SREV10_I100_L150_F0.txt,54,500,10,100,150,0,213,215,500,500,146,196,150,200,data/processed/SREV/N500_SREV10_I100_L150_F0.txt
SREV_015755,SREV,N500_SREV10_I100_L150_F0.txt,55,500,10,100,150,0,217,219,500,500,148,194,150,200,data/processed/SREV/N500_SREV10_I100_L150_F0.txt
SREV_015756,SREV,N500_SREV10_I100_L150_F0.txt,56,500,10,100,150,0,221,223,500,500,149,194,150,200,data/processed/SREV/N500_SREV10_I100_L150_F0.txt
SREV_015757,SREV,N500_SREV10_I100_L150_F0.txt,57,500,10,100,150,0,225,227,500,500,146,195,150,200,data/processed/SREV/N500_SREV10_I100_L150_F0.txt
SREV_015758,SREV,N500_SREV10_I100_L150_F0.txt,58,500,10,100,150,0,229,231,500,500,144,190,150,200,data/processed/SREV/N500_SREV10_I100_L150_F0.txt
SREV_015759,SREV,N500_SREV10_I100_L150_F0.txt,59,500,10,100,150,0,233,235,500,500,146,196,150,200,data/processed/SREV/N500_SREV10_I100_L150_F0.txt
SREV_015760,SREV,N500_SREV10_I100_L150_F0.txt,60,500,10,100,150,0,237,239,500,500,146,194,150,200,data/processed/SREV/N500_SREV10_I100_L150_F0.txt
SREV_015761,SREV,N500_SREV10_I100_L150_F0.txt,61,500,10,100,150,0,241,243,500,500,144,192,150,200,data/processed/SREV/N500_SREV10_I100_L150_F0.txt
SREV_015762,SREV,N500_SREV10_I100_L150_F0.txt,62,500,10,100,150,0,245,247,500,500,145,192,150,200,data/processed/SREV/N500_SREV10_I100_L150_F0.txt
SREV_015763,SREV,N500_SREV10_I100_L150_F0.txt,63,500,10,100,150,0,249,251,500,500,148,196,150,200,data/processed/SREV/N500_SREV10_I100_L150_F0.txt
SREV_015764,SREV,N500_SREV10_I100_L150_F0.txt,64,500,10,100,150,0,253,255,500,500,146,195,150,200,data/processed/SREV/N500_SREV10_I100_L150_F0.txt
SREV_015765,SREV,N500_SREV10_I100_L150_F0.txt,65,500,10,100,150,0,257,259,500,500,148,195,150,200,data/processed/SREV/N500_SREV10_I100_L150_F0.txt
SREV_015766,SREV,N500_SREV10_I100_L150_F0.txt,66,500,10,100,150,0,261,263,500,500,146,194,150,200,data/processed/SREV/N500_SREV10_I100_L150_F0.txt
SREV_015767,SREV,N500_SREV10_I100_L150_F0.txt,67,500,10,100,150,0,265,267,500,500,145,193,150,200,data/processed/SREV/N500_SREV10_I100_L150_F0.txt
SREV_015768,SREV,N500_SREV10_I100_L150_F0.txt,68,500,10,100,150,0,269,271,500,500,145,192,150,200,data/processed/SREV/N500_SREV10_I100_L150_F0.txt
SREV_015769,SREV,N500_SREV10_I100_L150_F0.txt,69,500,10,100,150,0,273,275,500,500,145,192,150,200,data/processed/SREV/N500_SREV10_I100_L150_F0.txt
SREV_015770,SREV,N500_SREV10_I100_L150_F0.txt,70,500,10,100,150,0,277,279,500,500,145,191,150,200,data/processed/SREV/N500_SREV10_I100_L150_F0.txt
SREV_015771,SREV,N500_SREV10_I100_L150_F0.txt,71,500,10,100,150,0,281,283,500,500,143,192,150,200,data/processed/SREV/N500_SREV10_I100_L150_F0.txt
SREV_015772,SREV,N500_SREV10_I100_L150_F0.txt,72,500,10,100,150,0,285,287,500,500,148,195,150,200,data/processed/SREV/N500_SREV10_I100_L150_F0.txt
SREV_015773,SREV,N500_SREV10_I100_L150_F0.txt,73,500,10,100,150,0,289,291,500,500,146,195,150,200,data/processed/SREV/N500_SREV10_I100_L150_F0.txt
SREV_015774,SREV,N500_SREV10_I100_L150_F0.txt,74,500,10,100,150,0,293,295,500,500,148,194,150,200,data/processed/SREV/N500_SREV10_I100_L150_F0.txt
SREV_015775,SREV,N500_SREV10_I100_L150_F0.txt,75,500,10,100,150,0,297,299,500,500,145,193,150,200,data/processed/SREV/N500_SREV10_I100_L150_F0.txt
SREV_015776,SREV,N500_SREV10_I100_L150_F0.txt,76,500,10,100,150,0,301,303,500,500,143,192,150,200,data/processed/SREV/N500_SREV10_I100_L150_F0.txt
SREV_015777,SREV,N500_SREV10_I100_L150_F0.txt,77,500,10,100,150,0,305,307,500,500,137,185,150,200,data/processed/SREV/N500_SREV10_I100_L150_F0.txt
SREV_015778,SREV,N500_SREV10_I100_L150_F0.txt,78,500,10,100,150,0,309,311,500,500,143,192,150,200,data/processed/SREV/N500_SREV10_I100_L150_F0.txt
SREV_015779,SREV,N500_SREV10_I100_L150_F0.txt,79,500,10,100,150,0,313,315,500,500,144,192,150,200,data/processed/SREV/N500_SREV10_I100_L150_F0.txt
SREV_015780,SREV,N500_SREV10_I100_L150_F0.txt,80,500,10,100,150,0,317,319,500,500,147,197,150,200,data/processed/SREV/N500_SREV10_I100_L150_F0.txt
SREV_015781,SREV,N500_SREV10_I100_L150_F0.txt,81,500,10,100,150,0,321,323,500,500,144,193,150,200,data/processed/SREV/N500_SREV10_I100_L150_F0.txt
SREV_015782,SREV,N500_SREV10_I100_L150_F0.txt,82,500,10,100,150,0,325,327,500,500,145,193,150,200,data/processed/SREV/N500_SREV10_I100_L150_F0.txt
SREV_015783,SREV,N500_SREV10_I100_L150_F0.txt,83,500,10,100,150,0,329,331,500,500,144,191,150,200,data/processed/SREV/N500_SREV10_I100_L150_F0.txt
SREV_015784,SREV,N500_SREV10_I100_L150_F0.txt,84,500,10,100,150,0,333,335,500,500,146,191,150,200,data/processed/SREV/N500_SREV10_I100_L150_F0.txt
SREV_015785,SREV,N500_SREV10_I100_L150_F0.txt,85,500,10,100,150,0,337,339,500,500,149,197,150,200,data/processed/SREV/N500_SREV10_I100_L150_F0.txt
SREV_015786,SREV,N500_SREV10_I100_L150_F0.txt,86,500,10,100,150,0,341,343,500,500,146,194,150,200,data/processed/SREV/N500_SREV10_I100_L150_F0.txt
SREV_015787,SREV,N500_SREV10_I100_L150_F0.txt,87,500,10,100,150,0,345,347,500,500,144,188,150,200,data/processed/SREV/N500_SREV10_I100_L150_F0.txt
SREV_015788,SREV,N500_SREV10_I100_L150_F0.txt,88,500,10,100,150,0,349,351,500,500,142,192,150,200,data/processed/SREV/N500_SREV10_I100_L150_F0.txt
SREV_015789,SREV,N500_SREV10_I100_L150_F0.txt,89,500,10,100,150,0,353,355,500,500,143,193,150,200,data/processed/SREV/N500_SREV10_I100_L150_F0.txt
SREV_015790,SREV,N500_SREV10_I100_L150_F0.txt,90,500,10,100,150,0,357,359,500,500,143,191,150,200,data/processed/SREV/N500_SREV10_I100_L150_F0.txt
SREV_015791,SREV,N500_SREV10_I100_L150_F0.txt,91,500,10,100,150,0,361,363,500,500,145,191,150,200,data/processed/SREV/N500_SREV10_I100_L150_F0.txt
SREV_015792,SREV,N500_SREV10_I100_L150_F0.txt,92,500,10,100,150,0,365,367,500,500,145,191,150,200,data/processed/SREV/N500_SREV10_I100_L150_F0.txt
SREV_015793,SREV,N500_SREV10_I100_L150_F0.txt,93,500,10,100,150,0,369,371,500,500,142,191,149,199,data/processed/SREV/N500_SREV10_I100_L150_F0.txt
SREV_015794,SREV,N500_SREV10_I100_L150_F0.txt,94,500,10,100,150,0,373,375,500,500,145,193,150,200,data/processed/SREV/N500_SREV10_I100_L150_F0.txt
SREV_015795,SREV,N500_SREV10_I100_L150_F0.txt,95,500,10,100,150,0,377,379,500,500,140,190,150,200,data/processed/SREV/N500_SREV10_I100_L150_F0.txt
SREV_015796,SREV,N500_SREV10_I100_L150_F0.txt,96,500,10,100,150,0,381,383,500,500,145,190,150,200,data/processed/SREV/N500_SREV10_I100_L150_F0.txt
SREV_015797,SREV,N500_SREV10_I100_L150_F0.txt,97,500,10,100,150,0,385,387,500,500,144,194,150,200,data/processed/SREV/N500_SREV10_I100_L150_F0.txt
SREV_015798,SREV,N500_SREV10_I100_L150_F0.txt,98,500,10,100,150,0,389,391,500,500,146,193,150,200,data/processed/SREV/N500_SREV10_I100_L150_F0.txt
SREV_015799,SREV,N500_SREV10_I100_L150_F0.txt,99,500,10,100,150,0,393,395,500,500,144,194,150,200,data/processed/SREV/N500_SREV10_I100_L150_F0.txt
SREV_015800,SREV,N500_SREV10_I100_L150_F0.txt,100,500,10,100,150,0,397,399,500,500,145,194,150,200,data/processed/SREV/N500_SREV10_I100_L150_F0.txt
SREV_015801,SREV,N500_SREV10_I100_L200_F0.txt,1,500,10,100,200,0,1,3,500,500,189,233,200,250,data/processed/SREV/N500_SREV10_I100_L200_F0.txt
SREV_015802,SREV,N500_SREV10_I100_L200_F0.txt,2,500,10,100,200,0,5,7,500,500,181,226,200,250,data/processed/SREV/N500_SREV10_I100_L200_F0.txt
SREV_015803,SREV,N500_SREV10_I100_L200_F0.txt,3,500,10,100,200,0,9,11,500,500,187,232,200,250,data/processed/SREV/N500_SREV10_I100_L200_F0.txt
